OD1;-7.00;2022-09-07T17:40:16;11572;Одесміськелектротранс;1083;1132947475
OD1;-7.00;2022-09-07T17:40:18;11572;Одесміськелектротранс;1083;1132947490
OD1;-7.00;2022-09-07T17:40:20;11572;Одесміськелектротранс;1083;1132947502
OD1;-7.00;2022-09-07T17:40:21;11572;Одесміськелектротранс;1083;1132947517
OD1;-7.00;2022-09-07T17:40:22;11572;Одесміськелектротранс;1083;1132947534
OD1;-7.00;2022-09-07T17:40:24;11572;Одесміськелектротранс;1083;1132947555
OD1;-7.00;2022-09-07T17:40:26;11572;Одесміськелектротранс;1083;1132947566
OD1;-7.00;2022-09-07T17:40:29;11572;Одесміськелектротранс;1083;1132947583
OD1;-7.00;2022-09-07T17:40:31;11572;Одесміськелектротранс;1083;1132947611
OD1;-7.00;2022-09-07T17:40:33;11572;Одесміськелектротранс;1083;1132947628
OD1;-7.00;2022-09-07T17:40:35;11572;Одесміськелектротранс;1083;1132947652
OD1;7.00;2022-09-07T17:40:48;11572;Одесміськелектротранс;1083;1132947733
OD1;7.00;2022-09-07T17:41:09;11572;Одесміськелектротранс;1083;1132947944
OD1;7.00;2022-09-07T17:41:27;11572;Одесміськелектротранс;1083;1132948072
OD1;7.00;2022-09-07T17:41:40;11572;Одесміськелектротранс;1083;1132948264
OD1;7.00;2022-09-07T17:41:46;11572;Одесміськелектротранс;1083;1132948317
OD1;7.00;2022-09-07T17:42:24;11572;Одесміськелектротранс;1083;1132948670
OD1;7.00;2022-09-07T17:42:28;11572;Одесміськелектротранс;1083;1132948715
OD1;7.00;2022-09-07T17:42:34;11572;Одесміськелектротранс;1083;1132948776
OD1;7.00;2022-09-07T17:42:50;11572;Одесміськелектротранс;1083;1132948942
OD1;7.00;2022-09-07T17:43:33;11572;Одесміськелектротранс;1083;1132949336
OD1;7.00;2022-09-07T17:43:35;11572;Одесміськелектротранс;1083;1132949363
OD1;14.00;2022-09-07T17:43:44;11572;Одесміськелектротранс;1083;1132949437
OD1;7.00;2022-09-07T17:43:53;11572;Одесміськелектротранс;1083;1132949526
OD1;7.00;2022-09-07T17:44:17;11572;Одесміськелектротранс;1083;1132949765
OD1;7.00;2022-09-07T17:44:51;11572;Одесміськелектротранс;1083;1132950114
OD1;7.00;2022-09-07T17:44:52;11572;Одесміськелектротранс;1083;1132950120
OD1;-7.00;2022-09-07T17:45:01;11572;Одесміськелектротранс;1083;1132950216
OD1;-14.00;2022-09-07T17:45:07;11572;Одесміськелектротранс;1083;1132950230
OD1;-14.00;2022-09-07T17:45:08;11572;Одесміськелектротранс;1083;1132950244
OD1;-7.00;2022-09-07T17:45:11;11572;Одесміськелектротранс;1083;1132950259
OD1;7.00;2022-09-07T17:45:20;11572;Одесміськелектротранс;1083;1132950263
OD1;-14.00;2022-09-07T17:45:14;11572;Одесміськелектротранс;1083;1132950298
OD1;-7.00;2022-09-07T17:45:16;11572;Одесміськелектротранс;1083;1132950320
OD1;-7.00;2022-09-07T17:45:18;11572;Одесміськелектротранс;1083;1132950332
OD1;-7.00;2022-09-07T17:45:19;11572;Одесміськелектротранс;1083;1132950355
OD1;-7.00;2022-09-07T17:45:20;11572;Одесміськелектротранс;1083;1132950379
OD1;-7.00;2022-09-07T17:45:22;11572;Одесміськелектротранс;1083;1132950397
OD1;-14.00;2022-09-07T17:45:24;11572;Одесміськелектротранс;1083;1132950421
