OD1;7.00;2022-09-08T05:58:37;11572;Одесміськелектротранс;1083;1133067483
OD1;7.00;2022-09-08T05:59:51;11572;Одесміськелектротранс;1083;1133067551
OD1;-7.00;2022-09-08T06:05:01;11572;Одесміськелектротранс;1083;1133067875
OD1;-7.00;2022-09-08T06:05:02;11572;Одесміськелектротранс;1083;1133067877
OD1;14.00;2022-09-08T06:17:32;11572;Одесміськелектротранс;1083;1133068766
OD1;7.00;2022-09-08T06:20:04;11572;Одесміськелектротранс;1083;1133068984
OD1;7.00;2022-09-08T06:23:11;11572;Одесміськелектротранс;1083;1133069290
OD1;7.00;2022-09-08T06:24:10;11572;Одесміськелектротранс;1083;1133069375
OD1;-14.00;2022-09-08T06:25:00;11572;Одесміськелектротранс;1083;1133069464
OD1;7.00;2022-09-08T06:25:28;11572;Одесміськелектротранс;1083;1133069511
OD1;7.00;2022-09-08T06:26:03;11572;Одесміськелектротранс;1083;1133069563
OD1;7.00;2022-09-08T06:26:43;11572;Одесміськелектротранс;1083;1133069625
OD1;-7.00;2022-09-08T06:30:00;11572;Одесміськелектротранс;1083;1133069960
OD1;-7.00;2022-09-08T06:30:02;11572;Одесміськелектротранс;1083;1133069963
OD1;-7.00;2022-09-08T06:30:02;11572;Одесміськелектротранс;1083;1133069965
OD1;14.00;2022-09-08T06:32:32;11572;Одесміськелектротранс;1083;1133070244
OD1;14.00;2022-09-08T06:34:44;11572;Одесміськелектротранс;1083;1133070498
OD1;-7.00;2022-09-08T06:35:00;11572;Одесміськелектротранс;1083;1133070534
OD1;-7.00;2022-09-08T06:35:02;11572;Одесміськелектротранс;1083;1133070538
OD1;-7.00;2022-09-08T06:35:03;11572;Одесміськелектротранс;1083;1133070540
OD1;7.00;2022-09-08T06:35:49;11572;Одесміськелектротранс;1083;1133070642
OD1;7.00;2022-09-08T06:36:19;11572;Одесміськелектротранс;1083;1133070708
OD1;7.00;2022-09-08T06:37:38;11572;Одесміськелектротранс;1083;1133070892
